drug_idx,disease_idx,drug_fp_score,dis_ps_score,gip_drug_score,gip_dis_score,combined_score
58,303,0.1279,0.0899,0.2228,0.2337,0.1366
221,260,0.1221,0.0569,0.3509,0.2337,0.1366
441,101,0.1077,0.0598,0.2359,0.4126,0.1366
194,281,0.101,0.0705,0.3509,0.2987,0.1366
185,399,0.1255,0.0765,0.2755,0.2337,0.1366
216,265,0.1246,0.0649,0.2246,0.3228,0.1365
547,205,0.112,0.0791,0.3509,0.2163,0.1365
508,375,0.106,0.065,0.3178,0.3228,0.1365
544,303,0.1253,0.0938,0.2228,0.2337,0.1364
298,64,0.1292,0.0917,0.2113,0.2304,0.1363
558,223,0.1145,0.0931,0.2078,0.3038,0.1363
276,308,0.1145,0.1053,0.2001,0.2746,0.1363
405,47,0.12,0.082,0.2078,0.308,0.1362
438,108,0.1227,0.0931,0.2078,0.2611,0.1362
504,60,0.103,0.1215,0.2078,0.2746,0.1362
4,7,0.1188,0.0502,0.3843,0.2337,0.1362
438,281,0.1138,0.0923,0.2078,0.3068,0.1361
541,231,0.107,0.0795,0.2078,0.3794,0.1361
544,46,0.1168,0.0774,0.27,0.2746,0.1361
517,101,0.1037,0.1298,0.2359,0.2163,0.136
113,32,0.1168,0.1154,0.2078,0.2224,0.136
30,30,0.1032,0.0649,0.27,0.3789,0.136
489,167,0.1266,0.07,0.2078,0.3093,0.136
460,245,0.1178,0.0918,0.2611,0.2337,0.1359
44,305,0.1033,0.0924,0.332,0.2337,0.1359
416,153,0.1128,0.091,0.2885,0.2337,0.1359
303,137,0.101,0.108,0.2389,0.2913,0.1359
35,242,0.1144,0.1205,0.2078,0.2174,0.1359
172,16,0.1215,0.0725,0.3167,0.2163,0.1358
522,101,0.1033,0.1298,0.2359,0.2163,0.1358
504,213,0.103,0.1197,0.2078,0.2746,0.1357
510,32,0.127,0.099,0.2078,0.2174,0.1357
454,281,0.1075,0.1253,0.2078,0.2357,0.1357
55,250,0.142,0.0792,0.2078,0.2014,0.1357
46,260,0.1002,0.1219,0.2078,0.2818,0.1356
185,27,0.1071,0.0922,0.2694,0.2746,0.1356
188,26,0.1198,0.0802,0.2078,0.308,0.1356
432,308,0.1131,0.0889,0.2001,0.3228,0.1355
310,16,0.112,0.0814,0.3167,0.2337,0.1355
339,260,0.1216,0.0822,0.2078,0.2928,0.1355
481,219,0.1037,0.1187,0.2472,0.2337,0.1355
31,167,0.1195,0.0928,0.2078,0.2713,0.1355
528,218,0.1188,0.0631,0.2971,0.2746,0.1355
347,341,0.1015,0.065,0.3298,0.3228,0.1355
280,231,0.1179,0.0828,0.2078,0.3093,0.1355
509,32,0.1141,0.0507,0.2078,0.4238,0.1354
243,46,0.1193,0.0548,0.27,0.3228,0.1354
528,305,0.1241,0.0559,0.332,0.2337,0.1354
2,302,0.1028,0.1331,0.2035,0.2367,0.1354
69,195,0.111,0.092,0.2228,0.2987,0.1353
133,363,0.1191,0.08,0.27,0.2473,0.1353
272,407,0.1142,0.0522,0.3509,0.2743,0.1353
276,119,0.1163,0.078,0.2632,0.2746,0.1353
55,32,0.1195,0.0828,0.27,0.2367,0.1352
121,378,0.117,0.083,0.2846,0.2337,0.1352
604,269,0.1125,0.0868,0.2548,0.2746,0.1352
221,26,0.1371,0.0544,0.27,0.2337,0.1352
309,263,0.1012,0.1276,0.2078,0.2555,0.1352
243,305,0.1018,0.0924,0.332,0.2337,0.1352
648,195,0.1011,0.0776,0.2895,0.3228,0.1351
629,72,0.1325,0.0733,0.2078,0.2607,0.1351
272,250,0.1239,0.0832,0.2078,0.2743,0.1351
509,279,0.1205,0.084,0.2352,0.261,0.1351
312,203,0.1005,0.1357,0.2078,0.2339,0.1351
374,306,0.1024,0.1142,0.2204,0.2746,0.135
548,343,0.1043,0.0597,0.2078,0.441,0.1349
46,321,0.1018,0.0692,0.3509,0.2818,0.1349
272,32,0.1074,0.0732,0.27,0.3224,0.1349
445,119,0.1056,0.0782,0.2632,0.3228,0.1349
172,138,0.1144,0.1037,0.2106,0.2542,0.1348
69,218,0.1216,0.071,0.2287,0.2987,0.1348
633,92,0.1044,0.0715,0.2078,0.4035,0.1348
94,167,0.1237,0.0914,0.2078,0.2473,0.1348
0,168,0.1008,0.1399,0.2082,0.2148,0.1347
30,223,0.1179,0.0569,0.2078,0.3789,0.1347
236,67,0.1041,0.0926,0.2248,0.3228,0.1346
386,360,0.1204,0.0953,0.2249,0.2337,0.1346
69,230,0.1021,0.071,0.27,0.3511,0.1345
310,401,0.1112,0.0956,0.2688,0.2337,0.1345
648,45,0.1007,0.0847,0.2078,0.3794,0.1345
44,46,0.1174,0.0548,0.27,0.3228,0.1344
423,157,0.1061,0.0923,0.2872,0.2494,0.1344
15,297,0.1027,0.0792,0.3189,0.2746,0.1344
642,302,0.1052,0.1068,0.2644,0.2337,0.1344
510,343,0.1282,0.0714,0.27,0.2174,0.1343
279,20,0.1213,0.0756,0.2347,0.2746,0.1343
31,275,0.1015,0.0844,0.3509,0.2308,0.1342
271,223,0.1103,0.0931,0.2078,0.3038,0.1342
560,195,0.1043,0.1145,0.2228,0.2542,0.1342
79,46,0.1168,0.0548,0.27,0.3228,0.1341
604,329,0.1024,0.0575,0.2105,0.4459,0.1341
372,281,0.102,0.0837,0.27,0.31,0.1341
280,137,0.1045,0.0664,0.3104,0.3093,0.1341
347,308,0.1032,0.0815,0.2001,0.3794,0.134
522,119,0.1022,0.1366,0.2026,0.2163,0.134
641,302,0.1043,0.1068,0.2644,0.2337,0.134
448,59,0.1227,0.0947,0.2078,0.2337,0.1339
55,407,0.126,0.0522,0.3509,0.2014,0.1339
656,127,0.1396,0.0518,0.2092,0.2746,0.1337
0,108,0.1019,0.1372,0.2078,0.2079,0.1337
384,340,0.1169,0.1073,0.215,0.2155,0.1337
591,31,0.1179,0.1057,0.2078,0.2198,0.1334
544,59,0.1168,0.0891,0.2078,0.2746,0.1334
438,321,0.1109,0.0672,0.27,0.3068,0.1333
438,30,0.1138,0.083,0.2078,0.3068,0.1333
585,59,0.1166,0.0891,0.2078,0.2746,0.1333
339,287,0.1033,0.0576,0.3509,0.2928,0.1333
291,160,0.1209,0.0904,0.2228,0.2337,0.1332
517,218,0.1183,0.071,0.2287,0.2987,0.1332
94,363,0.1148,0.08,0.27,0.2473,0.1331
504,71,0.1034,0.1034,0.27,0.2337,0.1331
522,218,0.1182,0.071,0.2287,0.2987,0.1331
221,32,0.1173,0.0529,0.3509,0.2337,0.133
121,71,0.1193,0.0631,0.27,0.2746,0.133
659,255,0.1032,0.0584,0.2591,0.3794,0.133
69,119,0.1001,0.1366,0.2026,0.2163,0.1329
23,32,0.1043,0.1072,0.27,0.2163,0.1329
2,46,0.1102,0.0974,0.2078,0.2782,0.1329
415,231,0.1189,0.0828,0.2078,0.2772,0.1328
510,260,0.1343,0.0772,0.2078,0.2174,0.1328
629,407,0.1072,0.0599,0.3509,0.2607,0.1327
323,279,0.1079,0.085,0.3056,0.2274,0.1327
633,285,0.1085,0.0578,0.2078,0.4035,0.1327
558,242,0.1032,0.0994,0.2078,0.3038,0.1326
384,321,0.1102,0.0565,0.3509,0.2533,0.1325
638,38,0.1017,0.1276,0.2005,0.2337,0.1325
401,349,0.1209,0.0869,0.2078,0.2517,0.1325
478,137,0.1016,0.051,0.3104,0.3532,0.1325
15,378,0.1036,0.0514,0.2716,0.3794,0.1323
210,190,0.1255,0.0953,0.2033,0.2057,0.1322
478,190,0.1301,0.0632,0.2642,0.2175,0.1322
0,194,0.1128,0.1021,0.2078,0.2443,0.1322
522,195,0.105,0.092,0.2228,0.2987,0.1322
310,153,0.1064,0.1115,0.222,0.2337,0.1322
633,400,0.1006,0.0693,0.2078,0.4035,0.1322
229,62,0.1195,0.1021,0.2078,0.2094,0.1321
487,305,0.1108,0.092,0.2555,0.2334,0.1319
0,363,0.1128,0.1011,0.2078,0.2443,0.1319
504,303,0.116,0.0938,0.2228,0.2337,0.1318
544,195,0.1042,0.0911,0.2895,0.2337,0.1318
384,260,0.1135,0.0963,0.2078,0.2533,0.1317
489,340,0.1327,0.0581,0.215,0.2632,0.1316
191,59,0.1133,0.0891,0.2078,0.2746,0.1316
191,303,0.1155,0.0938,0.2228,0.2337,0.1315
547,223,0.1061,0.0995,0.27,0.2163,0.1315
210,407,0.1108,0.0728,0.2078,0.3339,0.1314
39,153,0.1146,0.095,0.222,0.2337,0.1314
522,71,0.1276,0.0562,0.2078,0.2987,0.1313
481,303,0.1205,0.0548,0.2228,0.3228,0.1313
581,84,0.1183,0.0844,0.2114,0.2557,0.1312
386,379,0.1027,0.0667,0.2756,0.3228,0.1312
133,167,0.1166,0.0914,0.2078,0.2473,0.1312
492,308,0.105,0.104,0.2001,0.2746,0.1312
626,245,0.1329,0.0509,0.2611,0.2337,0.1312
612,345,0.1307,0.0576,0.21,0.2746,0.1311
298,123,0.1048,0.1025,0.248,0.2304,0.131
323,101,0.1096,0.0994,0.2359,0.2274,0.131
309,400,0.1094,0.0996,0.2078,0.2555,0.1309
298,261,0.1045,0.1029,0.247,0.2304,0.1309
272,305,0.1088,0.092,0.2555,0.2334,0.1309
279,21,0.1064,0.0983,0.247,0.2337,0.1308
4,297,0.1207,0.0506,0.3189,0.2337,0.1308
69,71,0.1263,0.0562,0.2078,0.2987,0.1307
113,260,0.1149,0.1008,0.2078,0.2224,0.1307
534,294,0.1064,0.0894,0.2313,0.2746,0.1306
604,401,0.1026,0.0967,0.2688,0.2337,0.1306
58,71,0.1258,0.0578,0.27,0.2337,0.1306
30,79,0.1186,0.0925,0.2022,0.2334,0.1306
282,345,0.1054,0.0978,0.21,0.2746,0.1305
276,265,0.1156,0.0597,0.2246,0.3228,0.1305
626,328,0.1133,0.0719,0.2889,0.2337,0.1305
638,164,0.1036,0.0538,0.3021,0.3228,0.1304
341,62,0.1103,0.0937,0.27,0.2019,0.1304
487,407,0.1042,0.0522,0.3509,0.2743,0.1303
371,160,0.115,0.0904,0.2228,0.2337,0.1303
657,294,0.1084,0.0559,0.2313,0.3614,0.1302
35,32,0.116,0.099,0.2078,0.2174,0.1302
276,278,0.1065,0.0825,0.2472,0.2746,0.1302
384,407,0.118,0.0751,0.27,0.2155,0.1301
401,170,0.1054,0.0961,0.27,0.2142,0.13
599,250,0.1225,0.0726,0.2078,0.2607,0.1299
188,195,0.1003,0.104,0.2228,0.262,0.1299
347,197,0.1035,0.0995,0.249,0.2337,0.1299
441,269,0.1061,0.0719,0.2548,0.2987,0.1299
488,305,0.1,0.0862,0.2555,0.2842,0.1298
279,221,0.1017,0.07,0.3464,0.2337,0.1298
172,166,0.1062,0.0631,0.226,0.3511,0.1297
303,191,0.1002,0.0613,0.27,0.3424,0.1297
194,250,0.1294,0.0628,0.2078,0.2542,0.1297
510,242,0.1018,0.1205,0.2078,0.2174,0.1296
487,250,0.1129,0.0832,0.2078,0.2743,0.1296
454,321,0.1141,0.0729,0.27,0.2357,0.1295
648,240,0.1007,0.0676,0.2078,0.3794,0.1294
547,230,0.1053,0.0936,0.27,0.2163,0.1293
35,223,0.1301,0.0724,0.2078,0.2174,0.1293
347,221,0.1088,0.0564,0.3464,0.2337,0.1293
517,71,0.1231,0.0562,0.2078,0.2987,0.1291
517,294,0.1089,0.087,0.2313,0.2542,0.1291
520,242,0.1006,0.1205,0.2078,0.2174,0.129
272,294,0.1011,0.1063,0.2313,0.2334,0.1289
626,88,0.1106,0.0606,0.2801,0.2746,0.1289
380,269,0.1008,0.069,0.2548,0.3228,0.1289
350,26,0.1162,0.0541,0.27,0.2746,0.1288
282,245,0.1167,0.0699,0.2611,0.2337,0.1288
35,287,0.1056,0.0638,0.3509,0.2174,0.1287
509,190,0.1208,0.0656,0.2642,0.2221,0.1287
566,95,0.102,0.0806,0.2735,0.2617,0.1287
385,303,0.1147,0.0558,0.2228,0.3228,0.1287
363,137,0.1002,0.0967,0.2389,0.2555,0.1286
311,160,0.1116,0.0904,0.2228,0.2337,0.1286
172,153,0.1231,0.0772,0.222,0.2163,0.1285
522,294,0.1075,0.087,0.2313,0.2542,0.1284
310,119,0.1079,0.0543,0.2026,0.3794,0.1284
660,205,0.1161,0.0734,0.27,0.2127,0.1283
31,231,0.1335,0.059,0.2078,0.2308,0.1283
18,245,0.1163,0.089,0.201,0.2337,0.1283
325,218,0.1042,0.0631,0.2971,0.2746,0.1282
399,197,0.1079,0.0968,0.2131,0.2367,0.128
494,88,0.1139,0.0657,0.2801,0.2337,0.128
622,305,0.1146,0.0573,0.2555,0.2782,0.1279
261,263,0.1079,0.1103,0.2078,0.2008,0.1279
39,365,0.113,0.077,0.2072,0.2746,0.1278
289,168,0.1179,0.0631,0.2407,0.2542,0.1274
638,197,0.1036,0.0913,0.249,0.2337,0.1274
61,275,0.1044,0.1111,0.2078,0.2103,0.1274
58,195,0.1179,0.0535,0.2895,0.2337,0.1273
2,305,0.1084,0.0914,0.2555,0.2014,0.1273
230,375,0.1126,0.0813,0.256,0.2093,0.1272
276,219,0.1065,0.0722,0.2472,0.2746,0.1271
55,340,0.1184,0.0656,0.2793,0.2014,0.127
69,375,0.1088,0.0609,0.2446,0.2987,0.127
323,218,0.1043,0.0681,0.2287,0.3141,0.1268
339,167,0.1229,0.0508,0.2078,0.2928,0.1268
185,119,0.1045,0.0543,0.2026,0.3794,0.1268
487,64,0.1105,0.0904,0.2113,0.2334,0.1268
69,294,0.1043,0.087,0.2313,0.2542,0.1268
520,223,0.1247,0.0724,0.2078,0.2174,0.1266
624,148,0.1313,0.0637,0.2078,0.2107,0.1266
2,0,0.1023,0.1041,0.2407,0.2014,0.1266
591,191,0.1055,0.0828,0.27,0.2198,0.1266
558,179,0.1032,0.079,0.2078,0.3038,0.1265
504,59,0.103,0.0891,0.2078,0.2746,0.1265
421,265,0.1103,0.0847,0.2246,0.2337,0.1264
184,263,0.1103,0.0873,0.2078,0.2424,0.1264
517,375,0.1071,0.0609,0.2446,0.2987,0.1262
229,321,0.1115,0.0953,0.2078,0.2094,0.1261
61,287,0.1062,0.091,0.2078,0.2471,0.1259
484,321,0.1019,0.0983,0.2078,0.2469,0.1259
35,260,0.1203,0.0772,0.2078,0.2174,0.1258
522,375,0.1061,0.0609,0.2446,0.2987,0.1257
30,115,0.1039,0.0585,0.2389,0.3224,0.1257
619,38,0.1016,0.0913,0.2005,0.2746,0.1257
276,112,0.1065,0.0669,0.2472,0.2746,0.1255
341,205,0.1113,0.0963,0.2078,0.2019,0.1255
649,88,0.1087,0.0657,0.2801,0.2337,0.1254
35,343,0.1103,0.0714,0.27,0.2174,0.1253
489,231,0.1141,0.0705,0.2078,0.2632,0.1253
18,328,0.1046,0.0915,0.2224,0.2337,0.1253
39,297,0.1118,0.0711,0.2454,0.2337,0.1252
372,223,0.1162,0.0509,0.2078,0.31,0.1252
133,197,0.1266,0.058,0.2443,0.2006,0.1252
492,67,0.1068,0.086,0.2248,0.2337,0.1251
384,230,0.1042,0.0896,0.2078,0.2533,0.1251
347,345,0.1137,0.0796,0.21,0.2337,0.1251
560,218,0.1183,0.0585,0.2287,0.2542,0.125
585,353,0.1267,0.0529,0.2228,0.2337,0.1249
298,46,0.1106,0.0564,0.2078,0.3183,0.1248
348,64,0.1122,0.0658,0.2113,0.2782,0.1248
210,84,0.119,0.0666,0.2114,0.2417,0.1248
372,407,0.1121,0.0507,0.27,0.2638,0.1246
341,321,0.1089,0.0764,0.27,0.2019,0.1245
289,71,0.1093,0.0614,0.2078,0.3065,0.1245
273,170,0.1027,0.0956,0.2078,0.2359,0.1244
619,131,0.1037,0.0604,0.3101,0.2337,0.1244
454,31,0.1091,0.0849,0.2078,0.2357,0.1244
15,48,0.1166,0.0581,0.2527,0.2337,0.1243
544,353,0.1253,0.0529,0.2228,0.2337,0.1242
441,360,0.1277,0.054,0.2249,0.2163,0.1241
520,343,0.1078,0.0714,0.27,0.2174,0.1241
454,287,0.116,0.0517,0.27,0.2357,0.1241
94,197,0.1241,0.058,0.2443,0.2006,0.124
638,221,0.1007,0.0514,0.3464,0.2337,0.1238
194,375,0.1032,0.0744,0.2446,0.2542,0.1238
657,138,0.1004,0.0915,0.2155,0.246,0.1238
236,221,0.1006,0.0514,0.3464,0.2337,0.1237
415,361,0.1053,0.0809,0.2126,0.2541,0.1236
547,179,0.1053,0.0741,0.27,0.2163,0.1235
520,260,0.1157,0.0772,0.2078,0.2174,0.1235
310,269,0.1098,0.0519,0.2548,0.2746,0.1234
312,363,0.108,0.0838,0.2078,0.2339,0.1233
194,115,0.1,0.0559,0.3104,0.2542,0.1233
454,407,0.1258,0.0642,0.2078,0.2006,0.123
591,30,0.1021,0.0968,0.2078,0.2198,0.1228
95,302,0.1133,0.0602,0.2035,0.2746,0.1225
380,131,0.1128,0.062,0.2387,0.2337,0.1222
55,242,0.1005,0.0709,0.27,0.2367,0.1222
0,235,0.1149,0.0665,0.2389,0.2079,0.122
494,365,0.1047,0.051,0.2692,0.2746,0.122
416,245,0.1037,0.0547,0.2613,0.2746,0.1218
55,179,0.1005,0.0695,0.27,0.2367,0.1218
619,168,0.1127,0.0569,0.2486,0.2337,0.1217
284,27,0.1102,0.0833,0.2074,0.2043,0.1213
2,340,0.1038,0.0594,0.2793,0.2367,0.1213
46,231,0.114,0.0653,0.2078,0.2398,0.1213
121,91,0.1014,0.0577,0.2078,0.3228,0.1211
615,137,0.1013,0.0622,0.3104,0.2053,0.1209
194,261,0.1007,0.0648,0.2505,0.2608,0.1209
385,308,0.1165,0.0643,0.2001,0.2337,0.1209
372,242,0.1002,0.0629,0.2078,0.31,0.1208
185,269,0.104,0.0519,0.2548,0.2746,0.1205
2,218,0.1102,0.063,0.2287,0.2367,0.1205
560,375,0.1046,0.0609,0.2446,0.2542,0.1205
445,138,0.1088,0.0508,0.2736,0.2337,0.1204
172,341,0.1001,0.05,0.2538,0.2987,0.1203
591,321,0.1002,0.07,0.27,0.2198,0.1201
403,64,0.1038,0.0644,0.2113,0.2743,0.1198
504,353,0.116,0.0529,0.2228,0.2337,0.1195
310,221,0.1085,0.0503,0.2666,0.2337,0.1194
191,353,0.1155,0.0529,0.2228,0.2337,0.1193
384,179,0.1042,0.0695,0.2078,0.2533,0.1191
35,179,0.1144,0.0643,0.2078,0.2174,0.119
481,112,0.1037,0.0636,0.2472,0.2337,0.119
558,340,0.1039,0.0642,0.215,0.2585,0.1186
481,308,0.1128,0.0623,0.2001,0.2337,0.1184
30,83,0.1186,0.0505,0.2022,0.2334,0.118
61,321,0.1101,0.0563,0.2078,0.2471,0.1175
591,281,0.1021,0.079,0.2078,0.2198,0.1175
415,83,0.1038,0.0841,0.2022,0.2007,0.1174
348,119,0.1076,0.0642,0.2026,0.2367,0.117
386,131,0.1024,0.0618,0.2387,0.2337,0.117
454,367,0.1109,0.0669,0.215,0.2006,0.117
454,137,0.101,0.0743,0.2389,0.2006,0.1168
18,131,0.1014,0.0621,0.2387,0.2337,0.1165
615,231,0.1124,0.0625,0.2078,0.2053,0.1163
46,179,0.1028,0.0527,0.2078,0.2818,0.1162
523,32,0.1089,0.0502,0.2078,0.2563,0.1159
494,21,0.1048,0.0514,0.247,0.2337,0.1159
184,285,0.1064,0.0586,0.2078,0.2424,0.1158
185,221,0.1005,0.0503,0.2666,0.2337,0.1154
423,401,0.1031,0.0645,0.2069,0.2122,0.1128
510,179,0.1018,0.0643,0.2078,0.2174,0.1127
221,17,0.1022,0.0582,0.2078,0.2337,0.1127
298,294,0.1004,0.0541,0.2313,0.2304,0.1126
615,340,0.1065,0.0573,0.215,0.2053,0.1125
520,179,0.1006,0.0643,0.2078,0.2174,0.1121
372,164,0.1086,0.0541,0.2036,0.2061,0.1115
